Sentiment,No,Date,type,author,text,,
0,1467874479,Mon Apr 06 22:36:26 PDT 2009,NO_QUERY,princessseli,Missing My BFF  watching home and away it reminds me of her and me  we &lt,3 It. shout out to u courts,
0,1467874569,Mon Apr 06 22:36:27 PDT 2009,NO_QUERY,Artiel87,@mandayyy   ,,
0,1467874916,Mon Apr 06 22:36:33 PDT 2009,NO_QUERY,jasminpatry,New video card is DOA. ,,
0,1467875163,Mon Apr 06 22:36:38 PDT 2009,NO_QUERY,saraguilford12,"feeling lost, naked and confused (JK, sort of).....no iphone for me. ",,
0,1467875208,Mon Apr 06 22:36:39 PDT 2009,NO_QUERY,realin,"Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work ",,
0,1467875930,Mon Apr 06 22:36:51 PDT 2009,NO_QUERY,gregcronin,missed Brent at praise band.  No fun to not have your lead guitarist. &lt,pout&gt,
0,1467876016,Mon Apr 06 22:36:52 PDT 2009,NO_QUERY,Steponme2418,i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah,,
0,1467876133,Mon Apr 06 22:36:54 PDT 2009,NO_QUERY,benboarder,has lost his ring. It's no-where to be seen ,,
0,1467876652,Mon Apr 06 22:37:03 PDT 2009,NO_QUERY,SupernovaGirl,"@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY.",,
0,1467876711,Mon Apr 06 22:37:04 PDT 2009,NO_QUERY,latoyanlegania,Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick ,,
0,1467876944,Mon Apr 06 22:37:07 PDT 2009,NO_QUERY,taspence,Is fucked to go back to IC ,,
0,1467877496,Mon Apr 06 22:37:16 PDT 2009,NO_QUERY,lizzzzlemon,@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed. ,,
0,1467877833,Mon Apr 06 22:37:22 PDT 2009,NO_QUERY,russbaker,@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can,,
0,1467877865,Mon Apr 06 22:37:23 PDT 2009,NO_QUERY,hypnoticzexy,@kissability Me too I is poor ,,
0,1467878057,Mon Apr 06 22:37:26 PDT 2009,NO_QUERY,debbieseraphina,help me forget 8th april &amp, 13th july! ,
0,1467878557,Mon Apr 06 22:37:36 PDT 2009,NO_QUERY,tshamysboo,"dierks bentley is comin' to columbus, OH!! i wanna go so bad ",,
0,1467878633,Mon Apr 06 22:37:35 PDT 2009,NO_QUERY,husqvarna,i have to take my sidekick back. ,,
0,1467878929,Mon Apr 06 22:37:40 PDT 2009,NO_QUERY,VirtueIMC,@chriscantore congrats! I'm totally jealous! only wish my XM was working ,,
0,1467878971,Mon Apr 06 22:37:41 PDT 2009,NO_QUERY,godzgurl,gr8t my face is very itchy ,,
0,1467878983,Mon Apr 06 22:37:41 PDT 2009,NO_QUERY,dancingmanikin,poor socks  luvvvvv the golden retriever!! I want one sighhhh,,
0,1467879203,Mon Apr 06 22:37:44 PDT 2009,NO_QUERY,iggyp,I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible ,,
0,1467879314,Mon Apr 06 22:37:46 PDT 2009,NO_QUERY,sarochka,Aaaaand the nausea is back. ,,
0,1467879328,Mon Apr 06 22:37:46 PDT 2009,NO_QUERY,flowerlilly,@DonnieWahlberg ooh I�m excited and not even going 2 be there  long love YOUTUBE!,,
0,1467879480,Mon Apr 06 22:37:49 PDT 2009,NO_QUERY,themangoman,spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd..,,
0,1467879984,Mon Apr 06 22:37:57 PDT 2009,NO_QUERY,marybacchus,@mathewsmichael  i agree... the jobros dont update theres very often ,,
0,1467880085,Mon Apr 06 22:37:59 PDT 2009,NO_QUERY,bliumchik,@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link ,,
0,1467880431,Mon Apr 06 22:38:04 PDT 2009,NO_QUERY,finnsig,@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study  ),,
0,1467880442,Mon Apr 06 22:38:04 PDT 2009,NO_QUERY,iCalvin,"Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!",,
0,1467880463,Mon Apr 06 22:38:04 PDT 2009,NO_QUERY,sammysokol,@bostongarden I miss bentley ,,
0,1467880692,Mon Apr 06 22:38:08 PDT 2009,NO_QUERY,JWard86,seriously needs to finish these job applications ,,
0,1467881131,Mon Apr 06 22:38:14 PDT 2009,NO_QUERY,dgvirtual,"My son Vincas is sick, so I stay at home  Just three tense days at work, and I am back on holiday with kids",,
0,1467881373,Mon Apr 06 22:38:18 PDT 2009,NO_QUERY,ForzaRagazza,Whinging. My client&amp,boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp,reviewed correctly. 
0,1467881376,Mon Apr 06 22:38:20 PDT 2009,NO_QUERY,jasminedesiree,@huntermoore I don't want him to ever punch me.  ,,
0,1467881457,Mon Apr 06 22:38:20 PDT 2009,NO_QUERY,kortt,sooo sick of the snow  ughh,,
0,1467881474,Mon Apr 06 22:38:20 PDT 2009,NO_QUERY,__Susan__,@ITS_NEMESIS ------- ,,
0,1467881686,Mon Apr 06 22:38:24 PDT 2009,NO_QUERY,aoski,@LoveMeagan it doesn't work your fan is upset ,,
0,1467881809,Mon Apr 06 22:38:26 PDT 2009,NO_QUERY,wcarss,I would like to apologize for the repeated Video Games Live related tweets. I am going to have a stern discussion with Koodo soon. Stern. ,,
0,1467881897,Mon Apr 06 22:38:30 PDT 2009,NO_QUERY,drtaru,@zaydia but i cant figure out how to get there / back / pay for a hotel etc ,,
0,1467881920,Mon Apr 06 22:38:28 PDT 2009,NO_QUERY,mumu1210,"FML: So much for seniority, bc of technological ineptness, I now have to &quot;register&quot; for classes AGAIN ",,
0,1467882140,Mon Apr 06 22:38:32 PDT 2009,NO_QUERY,nyracat,feels like she slept the day away.    Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain.,,
0,1467882491,Mon Apr 06 22:38:37 PDT 2009,NO_QUERY,Stereo_Skyline,@ThaStevieG but what I really want is my old bass back ,,
0,1467882592,Mon Apr 06 22:38:39 PDT 2009,NO_QUERY,veelishus,Mad tired today... Callin it in early tonight  nighty night twittas,,
0,1467882902,Mon Apr 06 22:38:44 PDT 2009,NO_QUERY,usagiko,"@LevenRambin: Take it easy, and be good to you. ",,
0,1467888679,Mon Apr 06 22:40:15 PDT 2009,NO_QUERY,weisenly,I'm afraid I had bad code. ,,
0,1467888732,Mon Apr 06 22:40:18 PDT 2009,NO_QUERY,ChrisJNewman,Think I'm going to bed. Goodniight. I hate this ,,
0,1467888953,Mon Apr 06 22:40:20 PDT 2009,NO_QUERY,stefanip,"@riancurtis  i'm here, friend, and i love you.",,
0,1467889231,Mon Apr 06 22:40:24 PDT 2009,NO_QUERY,luannem,@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??,,
0,1467889251,Mon Apr 06 22:40:24 PDT 2009,NO_QUERY,krissivee,@aaronrva is in the bathroom and i have to pee!    ,,
0,1467889334,Mon Apr 06 22:40:26 PDT 2009,NO_QUERY,Angela004,@ashleyskyy but I wanted a margarita too! ,,
0,1467889574,Mon Apr 06 22:40:30 PDT 2009,NO_QUERY,Nrose09,@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!,,
0,1467889791,Mon Apr 06 22:40:33 PDT 2009,NO_QUERY,jennhelvering,Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good ,,
0,1467889988,Mon Apr 06 22:40:36 PDT 2009,NO_QUERY,FeedMeTrance,"has 0g of milky bar left, and around 200ml of coke ",,
4,1468542640,Tue Apr 07 02:18:39 PDT 2009,NO_QUERY,AmieeKelly,@danielledeleasa have you had your hair cut? it looks really good ,,
4,1468542658,Tue Apr 07 02:18:39 PDT 2009,NO_QUERY,cyril_rvb,@Fran6 thx ,,
4,1468542666,Tue Apr 07 02:18:39 PDT 2009,NO_QUERY,AndrewNorrie58,Getting ready to take kids to the farm ,,
4,1468542700,Tue Apr 07 02:18:40 PDT 2009,NO_QUERY,thegraygale,2 drunken besties stumble into my room and we run around with sober CJ and drunk Hope knocking on doors. Good times at 3am. ,,
4,1468542711,Tue Apr 07 02:18:41 PDT 2009,NO_QUERY,simoneicough,"Right, laters everyone I am off for my next Bowen treatment, will be gone a few hours, have a good morning ",,
4,1468542728,Tue Apr 07 02:18:41 PDT 2009,NO_QUERY,sylnt,@thepatr1ck How did the interviewing go today? Did she get your seal of approval? ,,
4,1468542737,Tue Apr 07 02:18:41 PDT 2009,NO_QUERY,justjennyxo,"@tommcfly do you like spongebob? &amp; only like 17 days until mcfly edinburgh, then the next day glasgow then the next day newcastle, yaldy ",,
4,1468542797,Tue Apr 07 02:18:43 PDT 2009,NO_QUERY,Muzzzza,@KateEdwards you dont have to bring anything - it's yr place  #katesparty,,
4,1468542804,Tue Apr 07 02:18:43 PDT 2009,NO_QUERY,Fredrik93,Gooooooood morning! ,,
4,1468542843,Tue Apr 07 02:18:45 PDT 2009,NO_QUERY,spajetty,says just watched Mall Cop.  http://plurk.com/p/n0s0q,,
4,1468542882,Tue Apr 07 02:18:45 PDT 2009,NO_QUERY,kisetsu,Thinking of a hamsty bank account.  That's a good idea to save. (^.^),,
4,1468542958,Tue Apr 07 02:18:47 PDT 2009,NO_QUERY,ChoChoMojo,@DmitriCain Ok thanks! I am not getting off Twitter just yet. ,,
4,1468543036,Tue Apr 07 02:18:48 PDT 2009,NO_QUERY,LaBarceloneta,"@belledame222 Hey, it's 5 am...give a girl some credit for trying. ",,
4,1468543115,Tue Apr 07 02:18:50 PDT 2009,NO_QUERY,iiNatasha,is going to take a nap before going for BM tuition. ,,
4,1468543117,Tue Apr 07 02:18:50 PDT 2009,NO_QUERY,sidrajalil1132,@zergmoney tweet dreams ,,
4,1468543303,Tue Apr 07 02:18:55 PDT 2009,NO_QUERY,lillygrace,"@saulashby I really like the photo. Nice interview, too ",,
4,1468543316,Tue Apr 07 02:18:55 PDT 2009,NO_QUERY,chillyphilly,Long. Live. Life ,,
4,1468543322,Tue Apr 07 02:18:55 PDT 2009,NO_QUERY,hypnoticyogi,"Can't wait until the new Star Trek movie comes out, looks good ",,
4,1468543351,Tue Apr 07 02:18:56 PDT 2009,NO_QUERY,scottjames84,@gogreen18 yeah  I watched your blog tv today.. my wife was the one who told you I wanted you as a pet Lmao.. have a good night,,
4,1468543355,Tue Apr 07 02:18:57 PDT 2009,NO_QUERY,kt_m,"@CHRISDJMOYLES im gonna watch T.M. 2 c wot they hav 2 say bout TWITTER, yor show was brilliant as ever this mornin - katie x ",,
4,1468543366,Tue Apr 07 02:18:56 PDT 2009,NO_QUERY,choadmalma,"while im fuckin at it, http://is.gd/q86o buy a shirt please ",,
4,1468543496,Tue Apr 07 02:19:00 PDT 2009,NO_QUERY,theimp67,"@pezholio Interesting, a digital engagement peep. Good to know they're engaging with people at the coal face. ",,
4,1468543522,Tue Apr 07 02:19:01 PDT 2009,NO_QUERY,whenbella,"Fuck it, I can't sleep! Going shopping today ",,
4,1468543529,Tue Apr 07 02:19:01 PDT 2009,NO_QUERY,Jedd,@Allanahk  but 26 characters?  Yr last tweet wouldn't have made the cut... ,,
4,1468543542,Tue Apr 07 02:19:00 PDT 2009,NO_QUERY,lollipop26,Landed in Belfast. It's wee this wee that ,,
4,1468543615,Tue Apr 07 02:19:02 PDT 2009,NO_QUERY,damonky,"@richard_bell nah, I think going sideways is best, really helps when dodging bullets ",,
4,1468543675,Tue Apr 07 02:19:03 PDT 2009,NO_QUERY,sweisbrot,@nomadicmatt i'd like to be linked on your site  http://www.worldresolution.net/travel,,
4,1468543765,Tue Apr 07 02:19:04 PDT 2009,NO_QUERY,petej38,"Back home and finished dinner. Just stopped by for a minute, still much to do tonight! Be back later ",,
4,1468543769,Tue Apr 07 02:19:04 PDT 2009,NO_QUERY,breyten,@adalinemusic you're welcome! It was a great way to be introduced to your music ,,
4,1468543796,Tue Apr 07 02:19:05 PDT 2009,NO_QUERY,sebastianmary,@stml Have you been overdoing the William Gibson novels? ,,
4,1468543809,Tue Apr 07 02:19:05 PDT 2009,NO_QUERY,denzillacey,is off to Dundrum with Martin ,,
4,1468543885,Tue Apr 07 02:19:07 PDT 2009,NO_QUERY,tjbanks,@jethron5000 hahah yeah see i told you! coffee bean's chocolate ice blended is way better! let me know how's the show tonight ,,
4,1468543949,Tue Apr 07 02:19:08 PDT 2009,NO_QUERY,OhFlip_Eden,Haha flight of the conchords was so bloody hilarious last night 10/10  chur chur,,
4,1468544139,Tue Apr 07 02:19:12 PDT 2009,NO_QUERY,Isil_Loves_Mcr,"@gerardway I'm great.somebody said&quot;u speak out of the right side of your mouth&quot; oh,it was random.I think You have sweet talking,dear ",,
4,1468544173,Tue Apr 07 02:19:13 PDT 2009,NO_QUERY,warwickxavenue,@kcofficial night Kelly  x,,
4,1468544194,Tue Apr 07 02:19:13 PDT 2009,NO_QUERY,Essex_courier,"@mykitchenstore we are planning our first one this year, egg hunt that is ",,
4,1468544232,Tue Apr 07 02:19:14 PDT 2009,NO_QUERY,nero71,"@therealnph yeah, cool bookshelves I've got the one with the various books that are pinned to the wall ",,
4,1468544253,Tue Apr 07 02:19:15 PDT 2009,NO_QUERY,Terra_Plana,@yogadork our barefoot range is a great alternative when you need to wear shoes.  they allow you foot move as though it were barefoot ,,
4,1468544285,Tue Apr 07 02:19:16 PDT 2009,NO_QUERY,casslass,Asking everyone to send out happy 'head-first' vibes to @cosmicgirlie  ,,
4,1468544324,Tue Apr 07 02:19:16 PDT 2009,NO_QUERY,ChanYELL,hahaha  how is everyone?,,
4,1468544341,Tue Apr 07 02:19:17 PDT 2009,NO_QUERY,fleurybanery,@sofifii thats a big one! ,,
4,1468544345,Tue Apr 07 02:19:17 PDT 2009,NO_QUERY,skylinedreams,@shotdown i like the picture ,,
4,1468544452,Tue Apr 07 02:19:19 PDT 2009,NO_QUERY,eeli_y,@modejunkie awww sweetness! But he's still a cutie! ,,
4,1468544478,Tue Apr 07 02:19:21 PDT 2009,NO_QUERY,TriniJean,everyone should follow me         AND feed me mexican everyday!,,
4,1468544484,Tue Apr 07 02:19:20 PDT 2009,NO_QUERY,dyns,@Valvert : have a nice day to ,,
4,1468544500,Tue Apr 07 02:19:21 PDT 2009,NO_QUERY,mhm72,"1/2 hr debugging for a CSS problem on a colleague's computer, before I remembered that I installed IE8 on my PC a couple of weeks ago ",,
4,1468544514,Tue Apr 07 02:19:21 PDT 2009,NO_QUERY,rayschippers,"checking out virtual box, looks quite nice ",,
4,1468544527,Tue Apr 07 02:19:22 PDT 2009,NO_QUERY,edparry92,@alancostello Thats on GH3! Send it later??  since you completley missed Fridays lyrics ,),
4,1468544594,Tue Apr 07 02:19:24 PDT 2009,NO_QUERY,silver_tulip27,@JonathanRKnight ,,
4,1468544626,Tue Apr 07 02:19:24 PDT 2009,NO_QUERY,JeffGores,"@sokeri thanks for the help, i have realized that   Now I need you to make it work.",,
4,1468544637,Tue Apr 07 02:19:24 PDT 2009,NO_QUERY,ninja_kate,i'll be in london today. Wave if you see me ,,
4,1468544672,Tue Apr 07 02:19:26 PDT 2009,NO_QUERY,FootballRamble,@fitnessbox Watch this space. Not sure how viable it is yet. Possibly though ,,
4,1468544771,Tue Apr 07 02:19:27 PDT 2009,NO_QUERY,JoceyyBee,"trying to find something formal to wear in a casual closet, jeans and popculture shirt will do good enough. ",,
4,1468544781,Tue Apr 07 02:19:28 PDT 2009,NO_QUERY,quanmengli,@chinewinelover ????? ,,
4,1468544848,Tue Apr 07 02:19:30 PDT 2009,NO_QUERY,buzzert0,"Noticed something interesting about this emoticon:  vs D:  Totally different emotions, only difference is the placement of the eyes...",,
4,1468544904,Tue Apr 07 02:19:31 PDT 2009,NO_QUERY,TonyLetts,@Cellobella They don't do them in my size  How r u?,,
4,1468544969,Tue Apr 07 02:19:32 PDT 2009,NO_QUERY,jenius,Just bought 2 new reads - The Ten Commandments For Business Failure and More Softies: 22 New Friends For You To Sew And Crochet ,,
4,1468544973,Tue Apr 07 02:19:32 PDT 2009,NO_QUERY,rkhooks,@lejeff oh pants! I'm hanging out with the old folks back  in England   Defo b up 4 1 when I get back. tho ,,
4,1468554776,Tue Apr 07 02:23:03 PDT 2009,NO_QUERY,reneasaurus,Won my first game of settlers  ..and I didn't even realize I could have won the pound before haha,,
4,1468554787,Tue Apr 07 02:23:04 PDT 2009,NO_QUERY,kendallsrad,because of you-Reba Mcentire &amp, Kelly Clarkson ,
4,1468554802,Tue Apr 07 02:23:04 PDT 2009,NO_QUERY,TristanRose,@k1tten lol supp it aint fucked ,,
4,1468554823,Tue Apr 07 02:23:05 PDT 2009,NO_QUERY,LubySleeps,"Coming home  stoked bears this afternoon with mikeyj, Alton towers tomorrow.",,
4,1468554856,Tue Apr 07 02:23:05 PDT 2009,NO_QUERY,ryanmathieson,@robjjones Moody Woods is absolutely awesome ,,
4,1468554910,Tue Apr 07 02:23:06 PDT 2009,NO_QUERY,tjp368,checking out twitter to see what i have heard is true ,,
4,1468554918,Tue Apr 07 02:23:06 PDT 2009,NO_QUERY,Rachie_Mai,i'm going to buy my slam dunk ticket today ,,
4,1468554972,Tue Apr 07 02:23:07 PDT 2009,NO_QUERY,pjclare,@pixiepan lol. www.tv.com is your FRIEND! ,,
4,1468555087,Tue Apr 07 02:23:10 PDT 2009,NO_QUERY,alexajoyce,@gilloux I hope you're planning a kennel launch party ,,
4,1468555097,Tue Apr 07 02:23:11 PDT 2009,NO_QUERY,gesus,When will !pidgin integrate otr-encryption as a standard component like !adium does? I will really appreciate that! ,,
4,1468555144,Tue Apr 07 02:23:12 PDT 2009,NO_QUERY,gem_heaven,@rowanberry  ohhh sending loads of Positive vibes your way ,,
4,1468555181,Tue Apr 07 02:23:13 PDT 2009,NO_QUERY,leesearle,@studiomag http://twitpic.com/2vwii - ooo i remember this one. Picnic on the top of sennen with your burnt sausages ,,
4,1468555209,Tue Apr 07 02:23:13 PDT 2009,NO_QUERY,eldonvito,Goooooood morning Twitter-World! ,,
4,1468555250,Tue Apr 07 02:23:14 PDT 2009,NO_QUERY,flash_dancer,@poindexterity Ooh! I've never been to the Alameda flea market. Must check it out. Thank you ,,
4,1468555324,Tue Apr 07 02:23:16 PDT 2009,NO_QUERY,katy1977,"@JonathanRKnight Aww that's really sweet of you, I hope you will come back to the UK, would be great to see you again  xxx",,
4,1468555363,Tue Apr 07 02:23:17 PDT 2009,NO_QUERY,lichiwu,"@KellyNg With mainstream media's reporting &amp; the increasing occurrence of the fail whale, you know eventually your friends will catch on ",,
4,1468555384,Tue Apr 07 02:23:18 PDT 2009,NO_QUERY,Mabbyy,phone againn ,,
4,1468555499,Tue Apr 07 02:23:20 PDT 2009,NO_QUERY,inElsie,@TairrieB recorded what? ,,
4,1468555533,Tue Apr 07 02:23:22 PDT 2009,NO_QUERY,KanuDawg,"@dancingbonita &quot;I friggin love you!!!&quot;  -Ron Burgundy, riding a unicorn ",,
4,1468555546,Tue Apr 07 02:23:21 PDT 2009,NO_QUERY,geekchic,Home sweet home  shower time,,
4,1468555632,Tue Apr 07 02:23:23 PDT 2009,NO_QUERY,BlazingAmy,mhm up. ohh early for me!- &amp, i feel like whatching Open arms again  [by gary go] ,
4,1468555639,Tue Apr 07 02:23:24 PDT 2009,NO_QUERY,bluey_plurky,support for making the world better place ,,
4,1468555662,Tue Apr 07 02:23:25 PDT 2009,NO_QUERY,Nem,@geeklitebeta Had to follow after reading that tweet about &quot,Why is it that every second ...&quot, 
4,1468555721,Tue Apr 07 02:23:26 PDT 2009,NO_QUERY,rchieB,@BBQNYC thats right unc!!!  what a game...,,
4,1468555801,Tue Apr 07 02:23:28 PDT 2009,NO_QUERY,victoriapeach,@GIFTUSEEME ::::thAs goOd...i ThInk i MigHt Go HaVe fuN too ,,
4,1468555841,Tue Apr 07 02:23:28 PDT 2009,NO_QUERY,tesss_r,nearly holidays    on the other hand.... camping D: D: D:,,
4,1468555935,Tue Apr 07 02:23:31 PDT 2009,NO_QUERY,mad_diesel,1300 words... ,,
4,1468555943,Tue Apr 07 02:23:31 PDT 2009,NO_QUERY,msveronica,@Doublea2thahalo dunno what u just said but i like it ,,
4,1468555970,Tue Apr 07 02:23:31 PDT 2009,NO_QUERY,elaboratedream,@darkmagique O Yes i aM For Sure! Am sooo happy that he checked it out AgaiN... What TiMe ?..Onish?  Jaaaaaah ! Lolm !,,
4,1468556052,Tue Apr 07 02:23:34 PDT 2009,NO_QUERY,Lebonsourire,Showcase Quick @ VIP romm on Thursday ,,
4,1468556094,Tue Apr 07 02:23:34 PDT 2009,NO_QUERY,mrscullen04,@breatheheavycom jooooordan happy birthdaaaay  enjoy the day and party a loot !,,
4,1468556100,Tue Apr 07 02:23:34 PDT 2009,NO_QUERY,AngelaPinjuh,"@gigdiary @bugmum I think he got our descriptions mixed up Bugmum  Either that or you gotta tease him more, treat em mean.....",,
4,1468556115,Tue Apr 07 02:23:35 PDT 2009,NO_QUERY,tyestar,feeling very happy with the giant box of chocolates that arrived this morning.  Easter is a wonderful but underrated holiday ,,
4,1468556133,Tue Apr 07 02:23:35 PDT 2009,NO_QUERY,Veekalvsjbx3,@suitelifeofkell and then i stole that shirt. and sold it on ebay ,,
4,1468556137,Tue Apr 07 02:23:36 PDT 2009,NO_QUERY,paulmerrison,"@spanx Happy Birthday, eat something good ",,
4,1468556146,Tue Apr 07 02:23:35 PDT 2009,NO_QUERY,AndrewNWard,f&amp,@k the weather!! I'm in Paris!  Let's go have a beautiful day ,
4,1468556189,Tue Apr 07 02:23:36 PDT 2009,NO_QUERY,Audiogeist,@pviktor Hmmm...not good...carrot juice and marmalade on toast may help? ,,
4,1468556245,Tue Apr 07 02:23:38 PDT 2009,NO_QUERY,amyg0716,@suitelifeofkell haha me too! it reminds me and my daddy of the monkee's old show   same here can't wait!  lol. WHATTT?,,
4,1468556250,Tue Apr 07 02:23:38 PDT 2009,NO_QUERY,Simonleighuk,@MissXu that penclip is soooo cool! ,,
4,1468556252,Tue Apr 07 02:23:38 PDT 2009,NO_QUERY,Sharontweet,"@garry1bowie No, just one shortly before the soap awards judging starts.... ",,
4,1468556282,Tue Apr 07 02:23:38 PDT 2009,NO_QUERY,startupz,@Jeicky_the_cat @skwi69 Thanks ,,
4,1468556297,Tue Apr 07 02:23:39 PDT 2009,NO_QUERY,PrincessSweet,"If any of you are having a boring Easter, then send me a note on msn  I love to chat with people. My msn is ninaalbertsen@gmail.com",,
4,1468556342,Tue Apr 07 02:23:40 PDT 2009,NO_QUERY,AmazingBecause,"photoboth is black and white. and wayyyyy old. we call him Herbert lol. I love him, he's like a living legend.  gotta love Berlin &lt;3",,
4,1468556405,Tue Apr 07 02:23:42 PDT 2009,NO_QUERY,Moder101,Off to the bakery to buy yummy stuff ,,
4,1468556431,Tue Apr 07 02:23:42 PDT 2009,NO_QUERY,fleecc,@jackhii n i got yr pic posing in the server room .. ,,
4,1468556463,Tue Apr 07 02:23:43 PDT 2009,NO_QUERY,jon_ellis,love the way skype fades music back in when a call ends... i'm so easily impressed ,,
4,1468556495,Tue Apr 07 02:23:44 PDT 2009,NO_QUERY,Kelliferrr,'And you can tell me that you're sorry but I don't believe you baby like I did before... You're not sorry' ,,
4,1468556623,Tue Apr 07 02:23:46 PDT 2009,NO_QUERY,chrismurgy,A day researching prices for a buffet Mrs CM is doing on Friday. Heard yesterday that the deal for our new shop is finally progressing ,,
4,1468556627,Tue Apr 07 02:23:47 PDT 2009,NO_QUERY,xXThinkPinkX,@thatswhack74 WHOA I WANT SOME TOO ,,
4,1468556651,Tue Apr 07 02:23:47 PDT 2009,NO_QUERY,bobbymoonface,"sitting in the sun, baking in 30 degrees - wonderful ",,
4,1468556676,Tue Apr 07 02:23:47 PDT 2009,NO_QUERY,NinjaFrosticles,is watching some of his old stuff on Youtube... ahhh the memories ,,
4,1468556742,Tue Apr 07 02:23:49 PDT 2009,NO_QUERY,Lebonsourire,Showcase Quick @ VIP room on Thursday ,,
4,1468556821,Tue Apr 07 02:23:51 PDT 2009,NO_QUERY,dajefka,overwhelmed and enjoy it ,,
4,1468556824,Tue Apr 07 02:23:51 PDT 2009,NO_QUERY,veloopity,"@mattstevensloop thanks Matt, I'm glad you like it ... no algorithmic music gigs planned so far though ",,
4,1468556860,Tue Apr 07 02:23:51 PDT 2009,NO_QUERY,Renato71,@ShannonRenee ,,
4,1468556880,Tue Apr 07 02:23:52 PDT 2009,NO_QUERY,austinrayoday,Ooh. SnowboardLite is such a fun app. ,,
4,1468556931,Tue Apr 07 02:23:53 PDT 2009,NO_QUERY,wl2100,"@weird6 it is. The pizza place is standing room only around dinnertime. They had a pizza named after me, the Woo. ",,
4,1468557032,Tue Apr 07 02:23:56 PDT 2009,NO_QUERY,llordllama,"@LizzieLib Could be - mine grew out, down my back and then all fell off ",,
4,1468557042,Tue Apr 07 02:23:55 PDT 2009,NO_QUERY,ginsoak,horror scope: &quot,doing boring desk work will take constant mental readjustment now&quot,. and that's different from every other day how?! 
4,1468557098,Tue Apr 07 02:23:57 PDT 2009,NO_QUERY,mrscullen04,busy day...update tonight ,,
4,1468557127,Tue Apr 07 02:23:57 PDT 2009,NO_QUERY,JustZGirl,"Oh yeah i forgot... what colour dress should i get for the ball?? The theme is &quot;Las Vegas&quot;  , please reply",,
4,1468557181,Tue Apr 07 02:23:58 PDT 2009,NO_QUERY,nikkiwoods,@MiaMiaDC  - Good morning!  ,,
4,1468557313,Tue Apr 07 02:24:01 PDT 2009,NO_QUERY,a_Qadah,@7anno he is a son of one of my friends ,,
4,1468557332,Tue Apr 07 02:24:01 PDT 2009,NO_QUERY,chinewinelover,@beijingboyce &quot,ice&quot, Why? 
4,1468557344,Tue Apr 07 02:24:02 PDT 2009,NO_QUERY,brightlydusted,@brightlydusted a friend i knew online from last night finally added me up on his messenger. ,,
4,1468557499,Tue Apr 07 02:24:05 PDT 2009,NO_QUERY,aegirthor,"@cmgangrel typical metro, can't even get that right. ",,
4,1468557535,Tue Apr 07 02:24:06 PDT 2009,NO_QUERY,thejessicachen,Caffeinated and happy   ,,
4,1468557597,Tue Apr 07 02:24:07 PDT 2009,NO_QUERY,pkab,Installing meebO at http://pkab.wordpress.com. Now you can talk with me when I am online. ,,
4,1468557604,Tue Apr 07 02:24:07 PDT 2009,NO_QUERY,pjvandesande,@dvroegop having 100+ slides again ,,
4,1468557636,Tue Apr 07 02:24:08 PDT 2009,NO_QUERY,andyneumann,"@jhaebets Nah, AUS PC is more salesy (best left to the sales guys). We have 6 of the team going from Aus to Vegas in Oct. WWPC's my scene ",,
4,1468557641,Tue Apr 07 02:24:09 PDT 2009,NO_QUERY,Sneddonia,"@catherinemarche Ooh, that's lovely ",,
4,1468557703,Tue Apr 07 02:24:09 PDT 2009,NO_QUERY,littlebytesnews,#totd faves: Time for bed...have a good night/day  ...see you in the am...if you...: faves: Time for bed.. http://ad.vu/c2sh,,
4,1468557730,Tue Apr 07 02:24:10 PDT 2009,NO_QUERY,lailabee,@diablocody I LOVED YOU ON CHELSEA LATELY!! ,,
4,1468557741,Tue Apr 07 02:24:10 PDT 2009,NO_QUERY,foohuiling,spent 1 day doing 'research' ... i'm feeling Great!  an achievement! =D,,
4,1468557744,Tue Apr 07 02:24:11 PDT 2009,NO_QUERY,ricardomelo,@tcouto Cool stuff! ,,
4,1468557756,Tue Apr 07 02:24:11 PDT 2009,NO_QUERY,Luvconny,Where are the easter eggs ,,
4,1468557859,Tue Apr 07 02:24:14 PDT 2009,NO_QUERY,lund91,@Cookieex3 awesome!! Can't wait to see it!! ,,
